#version: TeamCity
#If you change this file, it will not be automatically updated after the next release.
#item,id,metadata
weightedipplate,IRON_PLATE,0
weightipplate,IRON_PLATE,0
wipplate,IRON_PLATE,0
ipplate,IRON_PLATE,0
weightediplate,IRON_PLATE,0
weightiplate,IRON_PLATE,0
wiplate,IRON_PLATE,0
iplate,IRON_PLATE,0
redstonecomparatoroff,REDSTONE_COMPARATOR_OFF,0
redstonecompereroff,REDSTONE_COMPARATOR_OFF,0
redstonecompareoff,REDSTONE_COMPARATOR_OFF,0
rstonecomparatoroff,REDSTONE_COMPARATOR_OFF,0
rstonecompereroff,REDSTONE_COMPARATOR_OFF,0
rstonecompareoff,REDSTONE_COMPARATOR_OFF,0
redscomparatoroff,REDSTONE_COMPARATOR_OFF,0
redscompereroff,REDSTONE_COMPARATOR_OFF,0
redscompareoff,REDSTONE_COMPARATOR_OFF,0
rscomparatoroff,REDSTONE_COMPARATOR_OFF,0
rscompereroff,REDSTONE_COMPARATOR_OFF,0
rscompareoff,REDSTONE_COMPARATOR_OFF,0
comparatoroff,REDSTONE_COMPARATOR_OFF,0
compereroff,REDSTONE_COMPARATOR_OFF,0
compareoff,REDSTONE_COMPARATOR_OFF,0
redstonecomparatorblockoff,REDSTONE_COMPARATOR_OFF,0
redstonecompererblockoff,REDSTONE_COMPARATOR_OFF,0
redstonecompareblockoff,REDSTONE_COMPARATOR_OFF,0
rstonecomparatorblockoff,REDSTONE_COMPARATOR_OFF,0
rstonecompererblockoff,REDSTONE_COMPARATOR_OFF,0
rstonecompareblockoff,REDSTONE_COMPARATOR_OFF,0
redscomparatorblockoff,REDSTONE_COMPARATOR_OFF,0
redscompererblockoff,REDSTONE_COMPARATOR_OFF,0
redscompareblockoff,REDSTONE_COMPARATOR_OFF,0
rscomparatorblockoff,REDSTONE_COMPARATOR_OFF,0
rscompererblockoff,REDSTONE_COMPARATOR_OFF,0
rscompareblockoff,REDSTONE_COMPARATOR_OFF,0
comparatorblockoff,REDSTONE_COMPARATOR_OFF,0
compererblockoff,REDSTONE_COMPARATOR_OFF,0
compareblockoff,REDSTONE_COMPARATOR_OFF,0
redstonecomparatoron,REDSTONE_COMPARATOR_ON,0
redstonecompereron,REDSTONE_COMPARATOR_ON,0
redstonecompareon,REDSTONE_COMPARATOR_ON,0
rstonecomparatoron,REDSTONE_COMPARATOR_ON,0
rstonecompereron,REDSTONE_COMPARATOR_ON,0
rstonecompareon,REDSTONE_COMPARATOR_ON,0
redscomparatoron,REDSTONE_COMPARATOR_ON,0
redscompereron,REDSTONE_COMPARATOR_ON,0
redscompareon,REDSTONE_COMPARATOR_ON,0
rscomparatoron,REDSTONE_COMPARATOR_ON,0
rscompereron,REDSTONE_COMPARATOR_ON,0
rscompareon,REDSTONE_COMPARATOR_ON,0
comparatoron,REDSTONE_COMPARATOR_ON,0
compereron,REDSTONE_COMPARATOR_ON,0
compareon,REDSTONE_COMPARATOR_ON,0
redstonecomparatorblockon,REDSTONE_COMPARATOR_ON,0
redstonecompererblockon,REDSTONE_COMPARATOR_ON,0
redstonecompareblockon,REDSTONE_COMPARATOR_ON,0
rstonecomparatorblockon,REDSTONE_COMPARATOR_ON,0
rstonecompererblockon,REDSTONE_COMPARATOR_ON,0
rstonecompareblockon,REDSTONE_COMPARATOR_ON,0
redscomparatorblockon,REDSTONE_COMPARATOR_ON,0
redscompererblockon,REDSTONE_COMPARATOR_ON,0
redscompareblockon,REDSTONE_COMPARATOR_ON,0
rscomparatorblockon,REDSTONE_COMPARATOR_ON,0
rscompererblockon,REDSTONE_COMPARATOR_ON,0
rscompareblockon,REDSTONE_COMPARATOR_ON,0
comparatorblockon,REDSTONE_COMPARATOR_ON,0
compererblockon,REDSTONE_COMPARATOR_ON,0
compareblockon,REDSTONE_COMPARATOR_ON,0
daylightsensor,DAYLIGHT_DETECTOR,0
daylightsense,DAYLIGHT_DETECTOR,0
lightsensor,DAYLIGHT_DETECTOR,0
lightsense,DAYLIGHT_DETECTOR,0
daysensor,DAYLIGHT_DETECTOR,0
daysense,DAYLIGHT_DETECTOR,0
timesensor,DAYLIGHT_DETECTOR,0
timesense,DAYLIGHT_DETECTOR,0
redstoneblock,REDSTONE_BLOCK,0
rstoneblock,REDSTONE_BLOCK,0
redsblock,REDSTONE_BLOCK,0
rsblock,REDSTONE_BLOCK,0
blockredstone,REDSTONE_BLOCK,0
blockrstone,REDSTONE_BLOCK,0
blockreds,REDSTONE_BLOCK,0
blockrs,REDSTONE_BLOCK,0
netherquartzore,QUARTZ_ORE,0
hellquartzore,QUARTZ_ORE,0
deathquartzore,QUARTZ_ORE,0
nquartzore,QUARTZ_ORE,0
hquartzore,QUARTZ_ORE,0
dquartzore,QUARTZ_ORE,0
quartzore,QUARTZ_ORE,0
netherqore,QUARTZ_ORE,0
hellqore,QUARTZ_ORE,0
deathqore,QUARTZ_ORE,0
nqore,QUARTZ_ORE,0
hqore,QUARTZ_ORE,0
dqore,QUARTZ_ORE,0
qore,QUARTZ_ORE,0
hopper,HOPPER,0
chestpuller,HOPPER,0
chestpull,HOPPER,0
cheststorer,HOPPER,0
cheststore,HOPPER,0
itempuller,HOPPER,0
itempull,HOPPER,0
itemstorer,HOPPER,0
itemstore,HOPPER,0
quartzblock,QUARTZ_BLOCK,0
normalquartzblock,QUARTZ_BLOCK,0
nquartzblock,QUARTZ_BLOCK,0
normalqblock,QUARTZ_BLOCK,0
nqblock,QUARTZ_BLOCK,0
qblock,QUARTZ_BLOCK,0
blocknormalquartz,QUARTZ_BLOCK,0
blocknquartz,QUARTZ_BLOCK,0
blockquartz,QUARTZ_BLOCK,0
blocknormalq,QUARTZ_BLOCK,0
blocknq,QUARTZ_BLOCK,0
blockq,QUARTZ_BLOCK,0
chiseledquartzblock,QUARTZ_BLOCK,1
chiselquartzblock,QUARTZ_BLOCK,1
cquartzblock,QUARTZ_BLOCK,1
chiseledqblock,QUARTZ_BLOCK,1
chiselqblock,QUARTZ_BLOCK,1
cqblock,QUARTZ_BLOCK,1
blockchiseledquartz,QUARTZ_BLOCK,1
blockchiselquartz,QUARTZ_BLOCK,1
blockcquartz,QUARTZ_BLOCK,1
blockchiseledq,QUARTZ_BLOCK,1
blockchiselq,QUARTZ_BLOCK,1
blockcq,QUARTZ_BLOCK,1
pillarquartzblock,QUARTZ_BLOCK,2
pquartzblock,QUARTZ_BLOCK,2
pillarqblock,QUARTZ_BLOCK,2
pqblock,QUARTZ_BLOCK,2
blockpillarquartz,QUARTZ_BLOCK,2
blockpquartz,QUARTZ_BLOCK,2
blockpillarq,QUARTZ_BLOCK,2
blockpq,QUARTZ_BLOCK,2
quartzstairs,QUARTZ_STAIRS,0
qstairs,QUARTZ_STAIRS,0
quartzstair,QUARTZ_STAIRS,0
qstair,QUARTZ_STAIRS,0
activatorrails,ACTIVATOR_RAIL,0
activaterails,ACTIVATOR_RAIL,0
triggerrails,ACTIVATOR_RAIL,0
arails,ACTIVATOR_RAIL,0
trails,ACTIVATOR_RAIL,0
activatorrail,ACTIVATOR_RAIL,0
activaterail,ACTIVATOR_RAIL,0
triggerrail,ACTIVATOR_RAIL,0
arail,ACTIVATOR_RAIL,0
trail,ACTIVATOR_RAIL,0
activatortrack,ACTIVATOR_RAIL,0
activatetrack,ACTIVATOR_RAIL,0
triggertrack,ACTIVATOR_RAIL,0
atrack,ACTIVATOR_RAIL,0
ttrack,ACTIVATOR_RAIL,0
dropper,DROPPER,0
drop,DROPPER,0
chestdispenser,DROPPER,0
chestdispense,DROPPER,0
chestdropper,DROPPER,0
chestdrop,DROPPER,0
whiteclay,STAINED_CLAY,0
whitesclay,STAINED_CLAY,0
whitestainedclay,STAINED_CLAY,0
wclay,STAINED_CLAY,0
wsclay,STAINED_CLAY,0
wstainedclay,STAINED_CLAY,0
sclay,STAINED_CLAY,0
stainedclay,STAINED_CLAY,0
orangeclay,STAINED_CLAY,1
orangesclay,STAINED_CLAY,1
orangestainedclay,STAINED_CLAY,1
oclay,STAINED_CLAY,1
osclay,STAINED_CLAY,1
ostainedclay,STAINED_CLAY,1
magentaclay,STAINED_CLAY,2
magentasclay,STAINED_CLAY,2
magentastainedclay,STAINED_CLAY,2
mclay,STAINED_CLAY,2
msclay,STAINED_CLAY,2
mstainedclay,STAINED_CLAY,2
lightblueclay,STAINED_CLAY,3
lightbluesclay,STAINED_CLAY,3
lightbluestainedclay,STAINED_CLAY,3
lblueclay,STAINED_CLAY,3
lbluesclay,STAINED_CLAY,3
lbluestainedclay,STAINED_CLAY,3
lightbluclay,STAINED_CLAY,3
lightblusclay,STAINED_CLAY,3
lightblustainedclay,STAINED_CLAY,3
lbluclay,STAINED_CLAY,3
lblusclay,STAINED_CLAY,3
lblustainedclay,STAINED_CLAY,3
yellowclay,STAINED_CLAY,4
yellowsclay,STAINED_CLAY,4
yellowstainedclay,STAINED_CLAY,4
yclay,STAINED_CLAY,4
ysclay,STAINED_CLAY,4
ystainedclay,STAINED_CLAY,4
lightgreenclay,STAINED_CLAY,5
lightgreensclay,STAINED_CLAY,5
lightgreenstainedclay,STAINED_CLAY,5
lgreenclay,STAINED_CLAY,5
lgreensclay,STAINED_CLAY,5
lgreenstainedclay,STAINED_CLAY,5
lightgreclay,STAINED_CLAY,5
lightgresclay,STAINED_CLAY,5
lightgrestainedclay,STAINED_CLAY,5
lgreclay,STAINED_CLAY,5
lgresclay,STAINED_CLAY,5
lgrestainedclay,STAINED_CLAY,5
limeclay,STAINED_CLAY,5
limesclay,STAINED_CLAY,5
limestainedclay,STAINED_CLAY,5
lclay,STAINED_CLAY,5
lsclay,STAINED_CLAY,5
lstainedclay,STAINED_CLAY,5
pinkclay,STAINED_CLAY,6
pinksclay,STAINED_CLAY,6
pinkstainedclay,STAINED_CLAY,6
piclay,STAINED_CLAY,6
pisclay,STAINED_CLAY,6
pistainedclay,STAINED_CLAY,6
darkgrayclay,STAINED_CLAY,7
darkgraysclay,STAINED_CLAY,7
darkgraystainedclay,STAINED_CLAY,7
dgrayclay,STAINED_CLAY,7
dgraysclay,STAINED_CLAY,7
dgraystainedclay,STAINED_CLAY,7
darkgraclay,STAINED_CLAY,7
darkgrasclay,STAINED_CLAY,7
darkgrastainedclay,STAINED_CLAY,7
dgraclay,STAINED_CLAY,7
dgrasclay,STAINED_CLAY,7
dgrastainedclay,STAINED_CLAY,7
grayclay,STAINED_CLAY,7
graysclay,STAINED_CLAY,7
graystainedclay,STAINED_CLAY,7
graclay,STAINED_CLAY,7
grasclay,STAINED_CLAY,7
grastainedclay,STAINED_CLAY,7
lightgrayclay,STAINED_CLAY,8
lightgraysclay,STAINED_CLAY,8
lightgraystainedclay,STAINED_CLAY,8
lgrayclay,STAINED_CLAY,8
lgraysclay,STAINED_CLAY,8
lgraystainedclay,STAINED_CLAY,8
lightgraclay,STAINED_CLAY,8
lightgrasclay,STAINED_CLAY,8
lightgrastainedclay,STAINED_CLAY,8
lgraclay,STAINED_CLAY,8
lgrasclay,STAINED_CLAY,8
lgrastainedclay,STAINED_CLAY,8
silverclay,STAINED_CLAY,8
silversclay,STAINED_CLAY,8
silverstainedclay,STAINED_CLAY,8
siclay,STAINED_CLAY,8
siasclay,STAINED_CLAY,8
siastainedclay,STAINED_CLAY,8
cyanclay,STAINED_CLAY,9
cyansclay,STAINED_CLAY,9
cyanstainedclay,STAINED_CLAY,9
cclay,STAINED_CLAY,9
csclay,STAINED_CLAY,9
cstainedclay,STAINED_CLAY,9
purpleclay,STAINED_CLAY,10
purplesclay,STAINED_CLAY,10
purplestainedclay,STAINED_CLAY,10
puclay,STAINED_CLAY,10
pusclay,STAINED_CLAY,10
pustainedclay,STAINED_CLAY,10
blueclay,STAINED_CLAY,11
bluesclay,STAINED_CLAY,11
bluestainedclay,STAINED_CLAY,11
bluclay,STAINED_CLAY,11
blusclay,STAINED_CLAY,11
blustainedclay,STAINED_CLAY,11
brownclay,STAINED_CLAY,12
brownsclay,STAINED_CLAY,12
brownstainedclay,STAINED_CLAY,12
broclay,STAINED_CLAY,12
brosclay,STAINED_CLAY,12
brostainedclay,STAINED_CLAY,12
darkgreenclay,STAINED_CLAY,13
darkgreensclay,STAINED_CLAY,13
darkgreenstainedclay,STAINED_CLAY,13
dgreenclay,STAINED_CLAY,13
dgreensclay,STAINED_CLAY,13
dgreenstainedclay,STAINED_CLAY,13
greenclay,STAINED_CLAY,13
greensclay,STAINED_CLAY,13
greenstainedclay,STAINED_CLAY,13
darkgreclay,STAINED_CLAY,13
darkgresclay,STAINED_CLAY,13
darkgrestainedclay,STAINED_CLAY,13
dgreclay,STAINED_CLAY,13
dgresclay,STAINED_CLAY,13
dgrestainedclay,STAINED_CLAY,13
greclay,STAINED_CLAY,13
gresclay,STAINED_CLAY,13
grestainedclay,STAINED_CLAY,13
redclay,STAINED_CLAY,14
redsclay,STAINED_CLAY,14
redstainedclay,STAINED_CLAY,14
rclay,STAINED_CLAY,14
rsclay,STAINED_CLAY,14
rstainedclay,STAINED_CLAY,14
blackclay,STAINED_CLAY,15
blacksclay,STAINED_CLAY,15
blackstainedclay,STAINED_CLAY,15
blaclay,STAINED_CLAY,15
blasclay,STAINED_CLAY,15
blastainedclay,STAINED_CLAY,15
whiteglass,160,0
whitesglass,160,0
whitestainedglass,160,0
wglass,160,0
wsglass,160,0
wstainedglass,160,0
sglass,160,0
stainedglass,160,0
orangeglass,160,1
orangesglass,160,1
orangestainedglass,160,1
oglass,160,1
osglass,160,1
ostainedglass,160,1
magentaglass,160,2
magentasglass,160,2
magentastainedglass,160,2
mglass,160,2
msglass,160,2
mstainedglass,160,2
lightblueglass,160,3
lightbluesglass,160,3
lightbluestainedglass,160,3
lblueglass,160,3
lbluesglass,160,3
lbluestainedglass,160,3
lightbluglass,160,3
lightblusglass,160,3
lightblustainedglass,160,3
lbluglass,160,3
lblusglass,160,3
lblustainedglass,160,3
yellowglass,160,4
yellowsglass,160,4
yellowstainedglass,160,4
yglass,160,4
ysglass,160,4
ystainedglass,160,4
lightgreenglass,160,5
lightgreensglass,160,5
lightgreenstainedglass,160,5
lgreenglass,160,5
lgreensglass,160,5
lgreenstainedglass,160,5
lightgreglass,160,5
lightgresglass,160,5
lightgrestainedglass,160,5
lgreglass,160,5
lgresglass,160,5
lgrestainedglass,160,5
limeglass,160,5
limesglass,160,5
limestainedglass,160,5
lglass,160,5
lsglass,160,5
lstainedglass,160,5
pinkglass,160,6
pinksglass,160,6
pinkstainedglass,160,6
piglass,160,6
pisglass,160,6
pistainedglass,160,6
darkgrayglass,160,7
darkgraysglass,160,7
darkgraystainedglass,160,7
dgrayglass,160,7
dgraysglass,160,7
dgraystainedglass,160,7
darkgraglass,160,7
darkgrasglass,160,7
darkgrastainedglass,160,7
dgraglass,160,7
dgrasglass,160,7
dgrastainedglass,160,7
grayglass,160,7
graysglass,160,7
graystainedglass,160,7
graglass,160,7
grasglass,160,7
grastainedglass,160,7
lightgrayglass,160,8
lightgraysglass,160,8
lightgraystainedglass,160,8
lgrayglass,160,8
lgraysglass,160,8
lgraystainedglass,160,8
lightgraglass,160,8
lightgrasglass,160,8
lightgrastainedglass,160,8
lgraglass,160,8
lgrasglass,160,8
lgrastainedglass,160,8
silverglass,160,8
silversglass,160,8
silverstainedglass,160,8
siglass,160,8
siasglass,160,8
siastainedglass,160,8
cyanglass,160,9
cyansglass,160,9
cyanstainedglass,160,9
cglass,160,9
csglass,160,9
cstainedglass,160,9
purpleglass,160,10
purplesglass,160,10
purplestainedglass,160,10
puglass,160,10
pusglass,160,10
pustainedglass,160,10
blueglass,160,11
bluesglass,160,11
bluestainedglass,160,11
bluglass,160,11
blusglass,160,11
blustainedglass,160,11
brownglass,160,12
brownsglass,160,12
brownstainedglass,160,12
broglass,160,12
brosglass,160,12
brostainedglass,160,12
darkgreenglass,160,13
darkgreensglass,160,13
darkgreenstainedglass,160,13
dgreenglass,160,13
dgreensglass,160,13
dgreenstainedglass,160,13
greenglass,160,13
greensglass,160,13
greenstainedglass,160,13
darkgreglass,160,13
darkgresglass,160,13
darkgrestainedglass,160,13
dgreglass,160,13
dgresglass,160,13
dgrestainedglass,160,13
greglass,160,13
gresglass,160,13
grestainedglass,160,13
redglass,160,14
redsglass,160,14
redstainedglass,160,14
rglass,160,14
rsglass,160,14
rstainedglass,160,14
blackglass,160,15
blacksglass,160,15
blackstainedglass,160,15
blaglass,160,15
blasglass,160,15
blastainedglass,160,15
acacialeaves,161,0
acaciatreeleaves,161,0
acacialogleaves,161,0
acaciatrunkleaves,161,0
acaciawoodleaves,161,0
aleaves,161,0
atreeleaves,161,0
alogleaves,161,0
atrunkleaves,161,0
awoodleaves,161,0
acacialeave,161,0
acaciatreeleave,161,0
acacialogleave,161,0
acaciatrunkleave,161,0
acaciawoodleave,161,0
aleave,161,0
atreeleave,161,0
alogleave,161,0
atrunkleave,161,0
awoodleave,161,0
acaciatreeleaf,161,0
acacialogleaf,161,0
acaciatrunkleaf,161,0
acaciawoodleaf,161,0
aleaf,161,0
atreeleaf,161,0
alogleaf,161,0
atrunkleaf,161,0
awoodleaf,161,0
darkoakleaves,161,1
darkoaktreeleaves,161,1
darkoaklogleaves,161,1
darkoaktrunkleaves,161,1
darkoakwoodleaves,161,1
doakleaves,161,1
doaktreeleaves,161,1
doaklogleaves,161,1
doaktrunkleaves,161,1
doakwoodleaves,161,1
doleaves,161,1
dotreeleaves,161,1
dologleaves,161,1
dotrunkleaves,161,1
dowoodleaves,161,1
darkoakleaves,161,1
darkoaktreeleave,161,1
darkoaklogleave,161,1
darkoaktrunkleave,161,1
darkoakwoodleave,161,1
doakleave,161,1
doaktreeleave,161,1
doaklogleave,161,1
doaktrunkleave,161,1
doakwoodleave,161,1
doleave,161,1
dotreeleave,161,1
dologleave,161,1
dotrunkleave,161,1
dowoodleave,161,1
darkoaktreeleaf,161,1
darkoaklogleaf,161,1
darkoaktrunkleaf,161,1
darkoakwoodleaf,161,1
doakleaf,161,1
doaktreeleaf,161,1
doaklogleaf,161,1
doaktrunkleaf,161,1
doakwoodleaf,161,1
doleaf,161,1
dotreeleaf,161,1
dologleaf,161,1
dotrunkleaf,161,1
dowoodleaf,161,1
acacia,162,0
acaciatree,162,0
acacialog,162,0
acaciatrunk,162,0
acaciawood,162,0
atree,162,0
alog,162,0
atrunk,162,0
awood,162,0
darkoak,162,1
darkoaktree,162,1
darkoaklog,162,1
darkoaktrunk,162,1
darkoakwood,162,1
doak,162,1
doaktree,162,1
doaklog,162,1
doaktrunk,162,1
doakwood,162,1
dotree,162,1
dolog,162,1
dotrunk,162,1
dowood,162,1
acaciawoodenplankstairs,163,0
acaciawoodplankstairs,163,0
acaciawplankstairs,163,0
acaciaplankstairs,163,0
acaciawoodenstairs,163,0
acaciawoodstairs,163,0
acaciawstairs,163,0
acaciastairs,163,0
awoodenplankstairs,163,0
awoodplankstairs,163,0
awplankstairs,163,0
aplankstairs,163,0
awoodenstairs,163,0
awoodstairs,163,0
awstairs,163,0
astairs,163,0
acaciawoodenplankstair,163,0
acaciawoodplankstair,163,0
acaciawplankstair,163,0
acaciaplankstair,163,0
acaciawoodenstair,163,0
acaciawoodstair,163,0
acaciawstair,163,0
acaciastair,163,0
awoodenplankstair,163,0
awoodplankstair,163,0
awplankstair,163,0
aplankstair,163,0
awoodenstair,163,0
awoodstair,163,0
awstair,163,0
astair,163,0
darkoakwoodenplankstairs,164,0
darkoakwoodplankstairs,164,0
darkoakwplankstairs,164,0
darkoakplankstairs,164,0
darkoakwoodenstairs,164,0
darkoakwoodstairs,164,0
darkoakwstairs,164,0
darkoakstairs,164,0
doakwoodenplankstairs,164,0
doakwoodplankstairs,164,0
doakwplankstairs,164,0
doakplankstairs,164,0
doakwoodenstairs,164,0
doakwoodstairs,164,0
doakwstairs,164,0
doakstairs,164,0
dowoodenplankstairs,164,0
dowoodplankstairs,164,0
dowplankstairs,164,0
doplankstairs,164,0
dowoodenstairs,164,0
dowoodstairs,164,0
dowstairs,164,0
dostairs,164,0
darkoakwoodenplankstair,164,0
darkoakwoodplankstair,164,0
darkoakwplankstair,164,0
darkoakplankstair,164,0
darkoakwoodenstair,164,0
darkoakwoodstair,164,0
darkoakwstair,164,0
darkoakstair,164,0
doakwoodenplankstair,164,0
doakwoodplankstair,164,0
doakwplankstair,164,0
doakplankstair,164,0
doakwoodenstair,164,0
doakwoodstair,164,0
doakwstair,164,0
doakstair,164,0
dowoodenplankstair,164,0
dowoodplankstair,164,0
dowplankstair,164,0
doplankstair,164,0
dowoodenstair,164,0
dowoodstair,164,0
dowstair,164,0
dostair,164,0
hay,HAY_BLOCK,0
hayblock,HAY_BLOCK,0
haybale,HAY_BLOCK,0
whitecarpet,CARPET,0
whitefloor,CARPET,0
wcarpet,CARPET,0
wfloor,CARPET,0
carpet,CARPET,0
floor,CARPET,0
orangecarpet,CARPET,1
orangefloor,CARPET,1
ocarpet,CARPET,1
ofloor,CARPET,1
magentacarpet,CARPET,2
magentafloor,CARPET,2
mcarpet,CARPET,2
mfloor,CARPET,2
lightbluecarpet,CARPET,3
lightbluefloor,CARPET,3
lbluecarpet,CARPET,3
lbluefloor,CARPET,3
lightblucarpet,CARPET,3
lightblufloor,CARPET,3
lblucarpet,CARPET,3
lblufloor,CARPET,3
yellowcarpet,CARPET,4
yellowfloor,CARPET,4
ycarpet,CARPET,4
yfloor,CARPET,4
lightgreencarpet,CARPET,5
lightgreenfloor,CARPET,5
lgreencarpet,CARPET,5
lgreenfloor,CARPET,5
lightgrecarpet,CARPET,5
lightgrefloor,CARPET,5
lgrecarpet,CARPET,5
lgrefloor,CARPET,5
limecarpet,CARPET,5
limefloor,CARPET,5
lcarpet,CARPET,5
lfloor,CARPET,5
pinkcarpet,CARPET,6
pinkfloor,CARPET,6
picarpet,CARPET,6
pifloor,CARPET,6
darkgraycarpet,CARPET,7
darkgrayfloor,CARPET,7
dgraycarpet,CARPET,7
dgrayfloor,CARPET,7
darkgracarpet,CARPET,7
darkgrafloor,CARPET,7
dgracarpet,CARPET,7
dgrafloor,CARPET,7
graycarpet,CARPET,7
grayfloor,CARPET,7
gracarpet,CARPET,7
grafloor,CARPET,7
lightgraycarpet,CARPET,8
lightgrayfloor,CARPET,8
lgraycarpet,CARPET,8
lgrayfloor,CARPET,8
lightgracarpet,CARPET,8
lightgrafloor,CARPET,8
lgracarpet,CARPET,8
lgrafloor,CARPET,8
silvercarpet,CARPET,8
silverfloor,CARPET,8
sicarpet,CARPET,8
siafloor,CARPET,8
cyancarpet,CARPET,9
cyanfloor,CARPET,9
ccarpet,CARPET,9
cfloor,CARPET,9
purplecarpet,CARPET,10
purplefloor,CARPET,10
pucarpet,CARPET,10
pufloor,CARPET,10
bluecarpet,CARPET,11
bluefloor,CARPET,11
blucarpet,CARPET,11
blufloor,CARPET,11
browncarpet,CARPET,12
brownfloor,CARPET,12
brocarpet,CARPET,12
brofloor,CARPET,12
darkgreencarpet,CARPET,13
darkgreenfloor,CARPET,13
dgreencarpet,CARPET,13
dgreenfloor,CARPET,13
greencarpet,CARPET,13
greenfloor,CARPET,13
darkgrecarpet,CARPET,13
darkgrefloor,CARPET,13
dgrecarpet,CARPET,13
dgrefloor,CARPET,13
grecarpet,CARPET,13
grefloor,CARPET,13
redcarpet,CARPET,14
redfloor,CARPET,14
rcarpet,CARPET,14
rfloor,CARPET,14
blackcarpet,CARPET,15
blackfloor,CARPET,15
blacarpet,CARPET,15
blafloor,CARPET,15
packedice,174,0
packice,174,0
solidice,174,0
sunflower,175,0
yellowsunflower,175,0
lilac,175,1
magentalilac,175,1
longtallgrass,175,2
extratallgrass,175,2
doubletallgrass,175,2
largetallgrass,175,2
longtgrass,175,2
extratgrass,175,2
doubletgrass,175,2
largetgrass,175,2
ltgrass,175,2
etgrass,175,2
dtgrass,175,2
bigfern,175,3
largefern,175,3
doublefern,175,3
bfern,175,3
lfern,175,3
dfern,175,3
rosebush,175,4
redrosebush,175,4
peony,175,5
pinkpeony,175,5
hardenedclay,HARD_CLAY,0
hardclay,HARD_CLAY,0
hclay,HARD_CLAY,0
coalblock,COAL_BLOCK,0
blockcoal,COAL_BLOCK,0
ironshovel,IRON_SPADE,0
ironspade,IRON_SPADE,0
ishovel,IRON_SPADE,0
ispade,IRON_SPADE,0
steelshovel,IRON_SPADE,0
steelspade,IRON_SPADE,0
ironpickaxe,IRON_PICKAXE,0
ironpick,IRON_PICKAXE,0
steelpickaxe,IRON_PICKAXE,0
steelpick,IRON_PICKAXE,0
ipickaxe,IRON_PICKAXE,0
ipick,IRON_PICKAXE,0
ironaxe,IRON_AXE,0
iaxe,IRON_AXE,0
steelaxe,IRON_AXE,0
flintandsteel,FLINT_AND_STEEL,0
flintandiron,FLINT_AND_STEEL,0
flintandtinder,FLINT_AND_STEEL,0
flintnsteel,FLINT_AND_STEEL,0
flintniron,FLINT_AND_STEEL,0
flintntinder,FLINT_AND_STEEL,0
flintsteel,FLINT_AND_STEEL,0
flintiron,FLINT_AND_STEEL,0
flinttinder,FLINT_AND_STEEL,0
lighter,FLINT_AND_STEEL,0
apple,APPLE,0
normalapple,APPLE,0
redapple,APPLE,0
bow,BOW,0
arrow,ARROW,0
coal,COAL,0
charcoal,COAL,1
ccoal,COAL,1
diamond,DIAMOND,0
crystal,DIAMOND,0
ironingot,IRON_INGOT,0
ironbar,IRON_INGOT,0
ironi,IRON_INGOT,0
steelingot,IRON_INGOT,0
steelbar,IRON_INGOT,0
steeli,IRON_INGOT,0
iingot,IRON_INGOT,0
ibar,IRON_INGOT,0
ingotiron,IRON_INGOT,0
bariron,IRON_INGOT,0
iiron,IRON_INGOT,0
ingotsteel,IRON_INGOT,0
barsteel,IRON_INGOT,0
isteel,IRON_INGOT,0
ingoti,IRON_INGOT,0
bari,IRON_INGOT,0
goldingot,GOLD_INGOT,0
goldbar,GOLD_INGOT,0
goldi,GOLD_INGOT,0
gingot,GOLD_INGOT,0
gbar,GOLD_INGOT,0
ingotgold,GOLD_INGOT,0
bargold,GOLD_INGOT,0
igold,GOLD_INGOT,0
ingotg,GOLD_INGOT,0
barg,GOLD_INGOT,0
ironsword,IRON_SWORD,0
steelsword,IRON_SWORD,0
isword,IRON_SWORD,0
woodensword,WOOD_SWORD,0
woodsword,WOOD_SWORD,0
wsword,WOOD_SWORD,0
woodenshovel,WOOD_SPADE,0
woodenspade,WOOD_SPADE,0
woodshovel,WOOD_SPADE,0
woodspade,WOOD_SPADE,0
wshovel,WOOD_SPADE,0
wspade,WOOD_SPADE,0
woodenpickaxe,WOOD_PICKAXE,0
woodenpick,WOOD_PICKAXE,0
woodpickaxe,WOOD_PICKAXE,0
woodpick,WOOD_PICKAXE,0
wpickaxe,WOOD_PICKAXE,0
wpick,WOOD_PICKAXE,0
woodenaxe,WOOD_AXE,0
woodaxe,WOOD_AXE,0
waxe,WOOD_AXE,0
stonesword,STONE_SWORD,0
smoothstonesword,STONE_SWORD,0
cobblestonesword,STONE_SWORD,0
sstonesword,STONE_SWORD,0
cstonesword,STONE_SWORD,0
sssword,STONE_SWORD,0
cssword,STONE_SWORD,0
ssword,STONE_SWORD,0
stoneshovel,STONE_SPADE,0
smoothstoneshovel,STONE_SPADE,0
smoothstonespade,STONE_SPADE,0
cobblestoneshovel,STONE_SPADE,0
cobblestonespade,STONE_SPADE,0
sstoneshovel,STONE_SPADE,0
sstonespade,STONE_SPADE,0
cstoneshovel,STONE_SPADE,0
cstonespade,STONE_SPADE,0
stonespade,STONE_SPADE,0
ssshovel,STONE_SPADE,0
csshovel,STONE_SPADE,0
ssspade,STONE_SPADE,0
csspade,STONE_SPADE,0
sshovel,STONE_SPADE,0
sspade,STONE_SPADE,0
stonepickaxe,STONE_PICKAXE,0
smoothstonepickaxe,STONE_PICKAXE,0
